id,question,GT_Value,GT_Ref,GT_Explanation,answer_unit,claude35-haiku_Value,claude35-haiku_Ref,claude35-haiku_ValCorrect,claude35-haiku_RefScore,claude35-haiku_NACorrect,claude37-sonnet_Value,claude37-sonnet_Ref,claude37-sonnet_ValCorrect,claude37-sonnet_RefScore,claude37-sonnet_NACorrect,claude37-sonnet-v2_Value,claude37-sonnet-v2_Ref,claude37-sonnet-v2_ValCorrect,claude37-sonnet-v2_RefScore,claude37-sonnet-v2_NACorrect,deepseek-r1_Value,deepseek-r1_Ref,deepseek-r1_ValCorrect,deepseek-r1_RefScore,deepseek-r1_NACorrect,ensemble-small-3way_Value,ensemble-small-3way_Ref,ensemble-small-3way_ValCorrect,ensemble-small-3way_RefScore,ensemble-small-3way_NACorrect,ensemble-top3_Value,ensemble-top3_Ref,ensemble-top3_ValCorrect,ensemble-top3_RefScore,ensemble-top3_NACorrect,haiku-baseline_Value,haiku-baseline_Ref,haiku-baseline_ValCorrect,haiku-baseline_RefScore,haiku-baseline_NACorrect,llama3-70b_Value,llama3-70b_Ref,llama3-70b_ValCorrect,llama3-70b_RefScore,llama3-70b_NACorrect,llama4-maverick_Value,llama4-maverick_Ref,llama4-maverick_ValCorrect,llama4-maverick_RefScore,llama4-maverick_NACorrect,llama4-scout_Value,llama4-scout_Ref,llama4-scout_ValCorrect,llama4-scout_RefScore,llama4-scout_NACorrect,llama4-scout-v2_Value,llama4-scout-v2_Ref,llama4-scout-v2_ValCorrect,llama4-scout-v2_RefScore,llama4-scout-v2_NACorrect,mistral-small_Value,mistral-small_Ref,mistral-small_ValCorrect,mistral-small_RefScore,mistral-small_NACorrect,nova-pro_Value,nova-pro_Ref,nova-pro_ValCorrect,nova-pro_RefScore,nova-pro_NACorrect,nova-pro-v2_Value,nova-pro-v2_Ref,nova-pro-v2_ValCorrect,nova-pro-v2_RefScore,nova-pro-v2_NACorrect,sonnet_Value,sonnet_Ref,sonnet_ValCorrect,sonnet_RefScore,sonnet_NACorrect,fixed_Value,fixed_Ref,fixed_ValCorrect,fixed_RefScore,fixed_NACorrect,ensemble_small_Value,ensemble_small_Ref,ensemble_small_ValCorrect,ensemble_small_RefScore,ensemble_small_NACorrect,jinav4_Value,jinav4_Ref,jinav4_ValCorrect,jinav4_RefScore,jinav4_NACorrect,llama4_maverick_Value,llama4_maverick_Ref,llama4_maverick_ValCorrect,llama4_maverick_RefScore,llama4_maverick_NACorrect,llama4_scout_Value,llama4_scout_Ref,llama4_scout_ValCorrect,llama4_scout_RefScore,llama4_scout_NACorrect,mistral_small_Value,mistral_small_Ref,mistral_small_ValCorrect,mistral_small_RefScore,mistral_small_NACorrect,new_Value,new_Ref,new_ValCorrect,new_RefScore,new_NACorrect,test_Value,test_Ref,test_ValCorrect,test_RefScore,test_NACorrect,v2_Value,v2_Ref,v2_ValCorrect,v2_RefScore,v2_NACorrect
q263,"According to a recent paper, what percentage of total compute demand does ML inference reportedly account for?","[80,90]",['chung2025'],Quote,percent,80-90,"[""luccioni2024"", ""chung2025"", ""fernandez2025""]",False,0.3333333333333333,True,80-90,"[""chung2025"", ""luccioni2024"", ""fernandez2025""]",False,0.3333333333333333,True,80-90,"[""chung2025"", ""luccioni2024"", ""fernandez2025""]",False,0.3333333333333333,True,80–90,"[""chung2025"", ""luccioni2024"", ""fernandez2025""]",False,0.3333333333333333,True,80-90,"[""chung2025"", ""fernandez2025"", ""luccioni2024""]",False,0.3333333333333333,True,85,"[""chung2025"", ""fernandez2025"", ""luccioni2024""]",True,0.3333333333333333,True,80-90,"[""chung2025"", ""luccioni2024""]",False,0.5,True,80-90,"[""chung2025"", ""luccioni2024"", ""fernandez2025""]",False,0.3333333333333333,True,85,"[""chung2025"", ""luccioni2024"", ""fernandez2025""]",True,0.3333333333333333,True,80-90%,"[""chung2025"", ""luccioni2024"", ""fernandez2025""]",False,0.3333333333333333,True,is_blank,is_blank,False,0.0,True,is_blank,is_blank,False,0.0,True,80–90%,"[""chung2025"", ""luccioni2024"", ""fernandez2025""]",False,0.3333333333333333,True,80–90%,"[""chung2025"", ""luccioni2024"", ""fernandez2025""]",False,0.3333333333333333,True,80-90,"[""chung2025"", ""luccioni2024"", ""fernandez2025""]",False,0.3333333333333333,True,"[80,90]","['chung2025','luccioni2024']",True,0.5,True,"[-90.0,80.0]","['chung2025', 'fernandez2025', 'luccioni2024']",False,0.3333333333333333,True,"[-90.0,80.0]","['chung2025','luccioni2024','fernandez2025']",False,0.3333333333333333,True,"[-90.0,80.0]","['chung2025','luccioni2024','fernandez2025']",False,0.3333333333333333,True,"[-90.0,80.0]","['chung2025','luccioni2024','fernandez2025']",False,0.3333333333333333,True,"[-90.0,80.0]","['chung2025','luccioni2024','fernandez2025']",False,0.3333333333333333,True,"[80,90]","['chung2025','fernandez2025','luccioni2024']",True,0.3333333333333333,True,,,,,,"[-90.0,80.0]","['chung2025','luccioni2024']",False,0.5,True
q272,How many U.S. household-years of electricity consumption is training a 6.1B-parameter language model equivalent to?,1.3,"['dodge2022','strubell2019']",13.8 MWh ÷ 10.7 MWh/yr ≈ 1.3 household-years.,household-years,9.66,"[""dodge2022""]",False,0.5,True,is_blank,"[""is_blank""]",False,0.0,True,103500,"[""dodge2022""]",False,0.5,True,is_blank,"[""is_blank""]",False,0.0,True,is_blank,"[""dodge2022"", ""is_blank""]",False,0.3333333333333333,True,is_blank,"[""dodge2022"", ""is_blank""]",False,0.3333333333333333,True,"13,812.4","[""dodge2022""]",False,0.5,True,,[],False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,is_blank,is_blank,False,0.0,True,is_blank,is_blank,False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,is_blank,"[""dodge2022""]",False,0.5,True,103,['dodge2022'],False,0.5,True,1302,['dodge2022'],False,0.5,True,65,['morrison2025'],False,0.0,True,1290,['dodge2022'],False,0.5,True,1302,['dodge2022'],False,0.5,True,35,['dodge2022'],False,0.5,True,"4,220,000",['han2024'],False,0.0,True,,,,,,65,['morrison2025'],False,0.0,True
q278,True or False: Egress costs in geo-distributed NLP experiments could account for more than 90% of the total cost per VM.,1,['erben2023'],"Figure, Quote",is_blank,1,"[""erben2023""]",True,1.0,True,TRUE,"[""erben2023""]",False,1.0,True,1,"[""erben2023""]",True,1.0,True,1,"[""erben2023""]",True,1.0,True,1,"[""[ref_id=erben2023]"", ""erben2023""]",True,0.5,True,1,"[""erben2023""]",True,1.0,True,1,"[""erben2023""]",True,1.0,True,1,"[""[ref_id=erben2023]""]",True,0.0,True,1,"[""erben2023""]",True,1.0,True,True,"[""erben2023""]",False,1.0,True,is_blank,is_blank,False,0.0,True,is_blank,is_blank,False,0.0,True,True,"[""erben2023""]",False,1.0,True,1,"[""erben2023""]",True,1.0,True,1,"[""erben2023""]",True,1.0,True,1,['erben2023'],True,1.0,True,1,['erben2023'],True,1.0,True,90,['erben2023'],False,1.0,True,1,['erben2023'],True,1.0,True,1,['erben2023'],True,1.0,True,1,['erben2023'],True,1.0,True,1,['erben2023'],True,1.0,True,,,,,,1,['erben2023'],True,1.0,True
q280,"Given the total pre-training GPU hours and the number of GPUs used, estimate the total wall-clock time in days required to pre-train the JetMoE-8B model.",13,['shen2024'],"Math: wall_clock_hours ≈ 30,000 GPUh ÷ 96 GPUs = 312.5 h; days ≈ 312.5 ÷ 24 ≈ 13.0 days (pretraining; alignment 60 GPUh is separate).",days,2.5,"[""shen2024""]",False,1.0,True,13.02,"[""shen2024""]",False,1.0,True,13,"[""shen2024""]",True,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,13.02,"[""shen2024""]",False,1.0,True,13.02,"[""is_blank"", ""shen2024""]",False,0.5,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,13.02,"[""shen2024""]",False,1.0,True,is_blank,"[""shen2024""]",False,1.0,True,is_blank,is_blank,False,0.0,True,is_blank,is_blank,False,0.0,True,312.5,"[""shen2024"", ""shen2024""]",False,1.0,True,31.25,"[""shen2024"", ""shen2024""]",False,1.0,True,13,"[""shen2024""]",True,1.0,True,1250,['shen2024'],False,1.0,True,1250,['shen2024'],False,1.0,True,312.5,['shen2024'],False,1.0,True,1250,['shen2024'],False,1.0,True,4.17,['shen2024'],False,1.0,True,1250,['shen2024'],False,1.0,True,1250,['shen2024'],False,1.0,True,,,,,,625,['luccioni2023'],False,0.0,True
q282,"What is the term for the amount of water evaporated, transpired, or incorporated into products, and is defined as 'water withdrawal minus water discharge'?",Water consumption,['li2025b'],Quote,is_blank,Water consumption,"[""li2025b""]",True,1.0,True,Water consumption,"[""li2025b""]",True,1.0,True,Water consumption,"[""li2025b""]",True,1.0,True,Water consumption,"[""li2025b""]",True,1.0,True,Water consumption,"[""li2025b""]",True,1.0,True,Water consumption,"[""li2025b""]",True,1.0,True,Water consumption,"[""li2025b""]",True,1.0,True,Water consumption,"[""li2025b""]",True,1.0,True,Water consumption,"[""li2025b""]",True,1.0,True,Water consumption,"[""li2025b""]",True,1.0,True,is_blank,is_blank,False,0.0,True,is_blank,is_blank,False,0.0,True,Water consumption,"[""li2025b""]",True,1.0,True,Water consumption,"[""li2025b""]",True,1.0,True,Water consumption,"[""li2025b""]",True,1.0,True,water consumption,['li2025b'],True,1.0,True,water consumption,['li2025b'],True,1.0,True,water consumption,['li2025b'],True,1.0,True,water consumption,['li2025b'],True,1.0,True,water consumption,['li2025b'],True,1.0,True,is_blank,is_blank,False,0.0,True,is_blank,is_blank,False,0.0,True,,,,,,water consumption,['li2025b'],True,1.0,True
q296,What was the observed range of inference energy per second for LLaMA-65B across GPU shard configurations?,"[300,1000]",['samsi2024'],Quote,W,300-1000,"[""samsi2024""]",False,1.0,True,300-1000 W,"[""samsi2024""]",False,1.0,True,300 W to 1000 W,"[""samsi2024""]",False,1.0,True,300-1000,"[""samsi2024""]",False,1.0,True,300-1000,"[""samsi2024""]",False,1.0,True,300-1000,"[""samsi2024""]",False,1.0,True,300 - 1000,"[""samsi2024""]",False,1.0,True,300-1000,"[""samsi2024""]",False,1.0,True,1000,"[""samsi2024""]",True,1.0,True,,[],False,0.0,True,is_blank,is_blank,False,0.0,True,is_blank,is_blank,False,0.0,True,,[],False,0.0,True,,[],False,0.0,True,300-1000,"[""samsi2024""]",False,1.0,True,"[300, 1000]",['samsi2024'],True,1.0,True,"[300, 1000]",['samsi2024'],True,1.0,True,"[300,1000]",['samsi2024'],True,1.0,True,"300,1000",['samsi2024'],False,1.0,True,"[300, 1000]",['samsi2024'],True,1.0,True,"[300,1000]",['samsi2024'],True,1.0,True,"300,1000",['samsi2024'],False,1.0,True,,,,,,"[300,1000]",['samsi2024'],True,1.0,True
q297,"When comparing small and large versions of Qwen models in zero-shot classification, how many times more energy did the 72B version consume than the 7B version?",8.720430108,['zschache2025'], 48.66/5.58 ,multiplier,,[],False,0.0,True,7,"[""zschache2025""]",False,1.0,True,7,"[""zschache2025""]",False,1.0,True,7,"[""zschache2025""]",False,1.0,True,7,"[""[ref_id=zschache2025]"", ""zschache2025""]",False,0.5,True,7,"[""zschache2025""]",False,1.0,True,7,"[""zschache2025""]",False,1.0,True,7,"[""[ref_id=zschache2025]""]",False,0.0,True,7,"[""zschache2025""]",False,1.0,True,7,"[""zschache2025""]",False,1.0,True,is_blank,is_blank,False,0.0,True,is_blank,is_blank,False,0.0,True,7,"[""zschache2025""]",False,1.0,True,7,"[""zschache2025"", ""zschache2025""]",False,1.0,True,7,"[""zschache2025""]",False,1.0,True,7.0,['zschache2025'],False,1.0,True,7,['zschache2025'],False,1.0,True,7,['zschache2025'],False,1.0,True,7,['zschache2025'],False,1.0,True,7,['zschache2025'],False,1.0,True,7,['zschache2025'],False,1.0,True,8,['zschache2025'],False,1.0,True,,,,,,8,['zschache2025'],False,1.0,True
q304,By what percentage did Qwen's carbon emissions fall when applying quantization and local inference for sentiment classification?,55.6,['khan2025'],0.009→0.004=55.6%,percent,55.56,"[""khan2025""]",True,1.0,True,55.56,"[""khan2025""]",True,1.0,True,55.6,"[""khan2025""]",True,1.0,True,55.56,"[""khan2025""]",True,1.0,True,55.56,"[""khan2025""]",True,1.0,True,55.56,"[""khan2025""]",True,1.0,True,55,"[""khan2025""]",False,1.0,True,55.56,"[""khan2025""]",True,1.0,True,55.56,"[""khan2025""]",True,1.0,True,55.56,"[""khan2025""]",True,1.0,True,is_blank,is_blank,False,0.0,True,is_blank,is_blank,False,0.0,True,55.6,"[""khan2025""]",True,1.0,True,55.6,"[""khan2025""]",True,1.0,True,55.6,"[""khan2025""]",True,1.0,True,45,['khan2025'],False,1.0,True,55,['khan2025'],False,1.0,True,55,['khan2025'],False,1.0,True,55,['khan2025'],False,1.0,True,45,['khan2025'],False,1.0,True,55,['khan2025'],False,1.0,True,45,['khan2025'],False,1.0,True,,,,,,45,['khan2025'],False,1.0,True
q306,How many widely used model architectures across different tasks were included in the latest iteration of the ML.ENERGY Benchmark?,40,['chung2025'],Quote,models,40,"[""chung2025""]",True,1.0,True,40,"[""chung2025""]",True,1.0,True,40,"[""chung2025""]",True,1.0,True,40,"[""chung2025""]",True,1.0,True,40,"[""chung2025""]",True,1.0,True,40,"[""chung2025""]",True,1.0,True,40,"[""chung2025""]",True,1.0,True,40,"[""chung2025""]",True,1.0,True,40,"[""chung2025""]",True,1.0,True,40,"[""chung2025""]",True,1.0,True,is_blank,is_blank,False,0.0,True,is_blank,is_blank,False,0.0,True,40,"[""chung2025""]",True,1.0,True,40,"[""chung2025""]",True,1.0,True,40,"[""chung2025""]",True,1.0,True,40,['chung2025'],True,1.0,True,40,['chung2025'],True,1.0,True,40,['chung2025'],True,1.0,True,40,['chung2025'],True,1.0,True,40,['chung2025'],True,1.0,True,40,['chung2025'],True,1.0,True,40,['chung2025'],True,1.0,True,,,,,,40,['chung2025'],True,1.0,True
q316,"In the analysis of training a Llama-3.1 scale model, what was the estimated health cost, In USD, when training in Altoona, Iowa?",2510000,['han2024'],Table,USD,2.5,"[""han2024""]",False,1.0,True,2500000,"[""han2024""]",False,1.0,True,2500000,"[""han2024""]",False,1.0,True,2500000,"[""han2024""]",False,1.0,True,2.5,"[""han2024""]",False,1.0,True,2500000,"[""han2024""]",False,1.0,True,2500000,"[""han2024""]",False,1.0,True,2500000,"[""han2024""]",False,1.0,True,2.5,"[""han2024""]",False,1.0,True,is_blank,"[""han2024""]",False,1.0,True,is_blank,is_blank,False,0.0,True,is_blank,is_blank,False,0.0,True,2500000,"[""han2024""]",False,1.0,True,2500000,"[""han2024""]",False,1.0,True,2500000,"[""han2024""]",False,1.0,True,3.7,['morrison2025'],False,0.0,True,2500000,['han2024'],False,1.0,True,120,['han2024'],False,1.0,True,2.5 million,['han2024'],False,1.0,True,2500000,['han2024'],False,1.0,True,2500000,['han2024'],False,1.0,True,2.51,['han2024'],False,1.0,True,,,,,,2510000,['han2024'],True,1.0,True
